STRING ID	DESCRIPTION	ENGLISH	FRENCH / FRANÇAIS	SPANISH / ESPAÑOL	GERMAN / DEUTSCH	ITALIAN / ITALIANO	PORTUGUESE / PORTUGUÊS (BR)	PORTUGUESE / PORTUGUÊS (PT)	RUSSIAN / РУССКИЙ	GREEK / ΕΛΛΗΝΙΚΑ	TURKISH / TÜRKÇE	DANISH / DANSK	NORWEGIAN (NB) / NORSK BOKMÅL	SWEDISH / SVENSKA	DUTCH / NEDERLANDS	POLISH / POLSKI	FINNISH / SUOMI	JAPANESE / 日本語	SIMPLIFIED CHINESE / 简体中文	TRADITIONAL CHINESE / 繁体中文	KOREAN / 한국어	CZECH / ČEŠTINA	HUNGARIAN / MAGYAR	ROMANIAN / ROMÂNĂ	THAI / ภาษาไทย	BULGARIAN / БЪЛГАРСКИ	עברית / HEBREW	 العربية / ARABIC	BOSNIAN
CONTEXT_CLASS_CYBORG	[Noun]	Cyborg	Cyborg	Cyborg	Cyborg	Cyborg	Ciborgue	Ciborgue	Киборг	Cyborg	Siber	Cyborg	Cyborg	Cyborg	Cyborg	Cyborg	Kyborgi	サイボーグ	机器人	機器人	사이보그	Cyborg	Kiborg	Cyborg	ไซบอร์ก	Киборг	אדם-מכונה	سايبورغ	Kiborg
CONTEXT_CLASS_DEITY	[Noun]	Deity	Divinité	Deidad	Gottheit	Divinità	Divindade	Divindade	Божество	Θεότητα	Tanrısal Varlık	Guddom	Guddom	Gudom	Godheid	Bóstwo	Jumalhahmo	神	神灵	神靈	신	Božstvo	Istenség	Zeitate	เทพ	Божество	ישות	معبود	Božanstvo
CONTEXT_CLASS_DEMON	[Noun]	Demon	Démon	Demonio	Dämon	Demone	Demônio	Demónio	Демон	Δαίμονας	Şeytan	Dæmon	Demon	Demon	Demoon	Demon	Demoni	悪魔	魔鬼	魔鬼	악마	Démon	Démon	Demon	ปีศาจ	Демон	שד	شيطان	Demon
CONTEXT_CLASS_DEMONNESS	[Noun]	Demoness	Démone 	Diablesa	Teuflin	Demonessa	Demônia	Demónia	Демонесса	Δαιμόνισσα	Şeytaniçe	Hundæmon	Hundemon	Demon	Demone	Demon	Demonitar	女悪魔	女魔	女魔	악마	Démon	Démon	Demoniță	เหล่าปีศาจ	Демон	שדה	شيطانة	Demonica
CONTEXT_CLASS_DRAGON	[Noun]	Dragon	Dragon	Dragón	Drache	Drago	Dragão	Dragão	Дракон	Δράκος	Ejderha	Drage	Drage	Drake	Draak	Smok	Lohikäärme	ドラゴン	龙	龍	드래곤	Drak	Sárkány	Dragon	มังกร	Дракон	דרקון	تنين	Zmaj
CONTEXT_CLASS_DRAGON_PLURAL	[Noun/Plural]	Dragons	Dragons	Dragones	Drachen	Draghi	Dragões	Dragões	Драконы	Δράκοι	Ejderhalar	Drager	Drager	Drakar	Draken	Smoki	Lohikäärmeet	ドラゴン	龙	龍	드래곤	Draci	Sárkányok	Dragoni	มังกร	Дракони	דרקונים	تنانين	Zmajevi
CONTEXT_CLASS_GHOST	[Noun]	Ghost	Fantôme	Fantasma	Geist	Fantasma	Fantasma	Fantasma	Призрак	Φάντασμα	Hayalet	Spøgelse	Spøkelse	Spöke	Geest	Duch	Haamu	幽霊	鬼	鬼	유령	Duch	Szellem	Fantomă	ผี	Дух	רוח-רפאים	شبح	Duh
CONTEXT_CLASS_GOD	[Noun]	God	Dieu	Dios	Gott	Dio	Deus	Deus	Бог	Θεός	Tanrı	Gud	Gud	Gud	God	Bóg	Jumala	神	神	神	신	Bůh	Isten	Zeu	พระเจ้า	Бог	אל	إله	Bog
CONTEXT_CLASS_GOD_PLURAL	[Noun/Plural]	Gods	Dieux	Dioses	Götter	Dei	Deuses	Deuses	Боги	Θεοί	Tanrılar	Guder	Guder	Gudar	Goden	Bogowie	Jumalat	神々	神	神	신	Bohové	Istenek	Zei	พระเจ้า	Богове	אלילים	آلهة	Bogovi
CONTEXT_CLASS_GODDESS	[Noun]	Goddess	Déesse	Diosa	Göttin	Dea	Deusa	Deusa	Богиня	Θεά	Tanrıça	Gudinde	Gudinne	Gudinna	Godin	Bogini	Jumalatar	女神	女神	女神	여신	Bohyně	Istennő	Zeiță	เทพเจ้า	Богиня	אלילה	إلاهة	Božica
CONTEXT_CLASS_MAGE	[Noun]	Mage	Mage	Mago	Magier	Mago	Mago	Mago	Маг	Μάγος	Büyücü	Magiker	Magiker	Magiker	Magiër	Mag	Maagi	魔法使い	魔法师	魔法師	마법사	Mág	Mágus	Mag	นักเวทย์	Магьосник	קוסם	ساحر	Mag
CONTEXT_CLASS_MEDIC	[Noun] A person involved in medicine	Medic	Medic	Médico	Mediziner	Medico	Médico	Médico	Медик	Ιατρός	Doktor	Læge	Lege	Sjukvårdare	Doctor	Medyk	Lääkintämies	メディック	军医	軍醫	의무관	Medik	Felcser	Medic	แพทย์	Лечител	חובש	مسعف	Liječnik
CONTEXT_CLASS_MONSTER	[Noun]	Monster	Monstre	Monstruo	Monster	Mostro	Monstro	Monstro	Монстр	Τέρας	Canavar	Monster	Monster	Monster	Monster	Potwór	Hirviö	モンスター	怪兽	怪獸	괴물	Monstrum	Szörny	Monstru	สัตว์ประหลาด	Чудовище	מפלצת	وحش	Čudovište
CONTEXT_CLASS_NINJA	[Noun]	Ninja	Ninja	Ninja	Ninja	Ninja	Ninja	Ninja	Ниндзя	Νίντζα	Ninja	Ninja	Ninja	Ninja	Ninja	Ninja	Ninja	忍者	忍者	忍者	닌자	Ninja	Nindzsa	Ninja	นินจา	Нинджа	נינג'ה	نينجا	Ninja
CONTEXT_CLASS_PIRATE	[Noun]	Pirate	Pirate	Pirata	Pirat	Pirata	Pirata	Pirata	Пират	Πειρατής	Korsan	Pirat	Pirat	Pirat	Piraat	Pirat	Merirosvo	海賊	海贼	海賊	해적	Pirát	Kalóz	Pirat	โจรสลัด	Пират	פיראט	قرصان	Pirat
CONTEXT_CLASS_PRIEST	[Noun]	Priest	Prêtre	Sacerdote	Priester	Prete	Padre	Padre	Жрец	Παπάς	Rahip	Præst	Prest	Präst	Priester	Kapłan	Pappi	僧侶	祭士	祭士	사제	Kněz	Pap	Preot	นักบวช	Свещеник	כומר	كاهن	Sveštenik
CONTEXT_CLASS_PRINCE	[Noun]	Prince	Prince	Príncipe	Prinz	Principe	Príncipe	Princípe	Принц	Πρίγκηπας	Prens	Prins 	Prins	Prins	Prins	Książę	Prinssi	王子	王子	王子	왕자	Princ 	Herceg	Prinț	เจ้าชาย	Принц	נסיך	أمير	Princ
CONTEXT_CLASS_PRINCESS	[Noun]	Princess	Princesse	Princesa	Prinzessin	Principessa	Princesa	Princesa	Принцесса	Πριγκήπισσα	Prenses	Prinsesse	Prinsesse	Princessa	Prinses	Księżniczka	Prinsessa	姫	公主	公主	공주	Princezna	Hercegnő	Prințesă	เจ้าหญิง	Принцеса	נסיכה	أميرة	Princeza
CONTEXT_CLASS_ROBOT	[Noun]	Robot	Robot	Robot	Roboter	Robot	Robô	Robô	Робот	Ρομπότ	Robot	Robot	Robot	Robot	Robot	Robot	Robotti	ロボット	机器人	機器人	로봇	Robot	Robot	Robot	หุ่นยนต์	Робот	רובוט	رجل آلي	Robot
CONTEXT_CLASS_SKELETON	[Noun]	Skeleton	Squelette	Esqueleto	Skelett	Scheletro	Esqueleto	Esqueleto	Скелет	Σκελετός	İskelet	Skelet	Skjelett	Skelett	Skelet	Szkielet	Luuranko	スケルトン	尸骨	屍骨	스켈레톤	Kostlivec	Csontváz	Schelet	โครงกระดูก	Скелет	שלד	هيكل عظمي	Skelet
CONTEXT_CLASS_SNIPER	[Noun]	Sniper	Sniper	Francotirador	Scharfschütze	Cecchino	Franco-atirador	Atirador furtivo	Снайпер	Σκοπευτής	Keskin Nişancı	Snigskytte	Snigskytter	Prickskytt	Sluipschutter	Snajper	Tarkka-ampuja	狙撃手	狙击射手	狙擊手	저격수	Sniper	Mesterlövész	Lunetist	นักแม่นปืน	Снайперист	צלף	قناص	Snajper
CONTEXT_CLASS_SOLDIER	[Noun]	Soldier	Soldat	Soldado	Soldat	Soldato	Soldado	Soldado	Солдат	Στρατιώτης	Asker	Soldat	Soldat	Soldat	Soldaat	Żołnierz	Sotilas	ソルジャー	战士	戰士	군인	Voják	Katona	Soldat	ทหาร	Войник	חייל	جندي	Vojnik
CONTEXT_CLASS_THIEF	[Noun]	Thief	Voleur	Ladrón	Dieb	Ladro	Ladrão	Ladrão	Вор	Κλέφτης	Hırsız	Tyv	Tyv	Tjuv	Dief	Złodziej	Varas	盗賊	盗贼	盜賊	도둑	Zloděj	Tolvaj	Pungaș	โจร	Крадец	גנב	لص	Lopov
CONTEXT_CLASS_WARRIOR	[Noun]	Warrior	Guerrier	Guerrero	Krieger	Guerriero	Guerreiro	Guerreiro	Воин	Πολεμιστής	Savaşçı	Kriger	Kriger	Krigare	Krijger	Wojownik	Soturi	戦士	武士	武士	전사	Válečník	Harcos	Războinic	นักรบ	Воин	לוחם	محارب	Ratnik
CONTEXT_CLASS_WIZARD	[Noun]	Wizard	Magicier	Hechizero	Zauberer	Mago	Feiticeiro	Feiticeiro	Колдун	Μάγος	Sihirbaz	Troldmand	Trollmann	Trollkarl	Tovenaar	Czarnoksiężnik	Velho	魔術師	巫师	巫師	마법사	Kouzelník	Varázsló	Vrăjitor	ผู้วิเศษ	Вълшебник	מכשף	مشعوذ	Čarobnjak
CONTEXT_CLASS_ZOMBIE	[Noun]	Zombie	Zombie	Zombi	Zombie	Zombie	Zumbi	Zombie	Зомби	Ζόμπι	Zombi	Zombie	Zombie	Zombie	Zombie	Zombie	Zombi	ゾンビ	僵尸	僵尸	좀비	Zombie	Zombi	Zombie	ซอมบี้	Зомби	זומבי	زومبي	Zombi
CONTEXT_CLASS_ZOMBIE_PLURAL	[Noun/Plural]	Zombies	Zombies	Zombis	Zombies	Zombie	Zumbis	Zombies	Зомби	Ζόμπι	Zombiler	Zombier	Zombier	Zombier	Zombies	Zombie	Zombit	ゾンビ	僵尸	僵尸	좀비	Zombíci	Zombik	Zombies	ซอมบี้	Зомбита	זומבים	زومبيات	Zombiji
CONTEXT_COMPETITION_FIRST	[Noun]	First place	Première place	Primer puesto	Erster Platz	Primo posto	Primeiro Lugar	Primeiro Lugar	1-е место	Πρώτη θέση	Birinci	Førsteplads	Førsteplass	Första plats	Eerste plaats	Pierwsze miejsce	Ensimmäinen sija	一位	第一名	第一名	일등	První místo	Első hely	Primul loc	อันดับที่หนึ่ง	Първо място	מקום ראשון	المركز الأول	Prvo Mjesto
CONTEXT_COMPETITION_PLACE_NOUN	[Noun] What place someone came in competition	Place	Place	Puesto	Platz	Posto	Lugar	Lugar	Место	Θέση	Sıra	Plads	Plass	Plats	Plaats	Miejsce	Sija	順位	名次	名次	등수	Místo	Helyezés	Loc	อันดับ	Място	מקום	المركز	Mjesto
CONTEXT_COMPETITION_SECOND	[Noun]	Second place	Deuxième place	Segundo puesto	Zweiter Platz	Secondo posto	Segundo Lugar	Segundo Lugar	2-е место	Δεύτερη θέση	İkinci	Andenplads	Andreplass	Andra plats	Tweede plaats	Drugie miejsce	Toinen sija	二位	第二名	第二名	이등	Druhé místo	Második hely	Al doilea loc	อันดับที่สอง	Второ място	מקום שני	المركز الثاني	Drugo Mjesto
CONTEXT_COMPETITION_THIRD	[Noun]	Third place	Troisième place	Tercer puesto	Dritter Platz	Terzo posto	Terceiro Lugar	Terceiro Lugar	3-е место	Τρίτη θέση	Üçüncü	Tredjeplads	Tredjeplass	Tredje plats	Derde plaats	Trzecie miejsce	Kolmas sija	三位	第三名	第三名	삼등	Třetí místo	Harmadik hely	Al treilea loc	อันดับที่สาม	Трето място	מקום שלישי	المركز الثالث	Treće Mjesto
CONTEXT_CONDITION_BURNING	[Adjective]	Burning	En feu	En llamas	Brennender	A fuoco	Queimando	A arder	Горящий	Φλεγόμενο	Yanan	Brændende	Brennende	Brinnande	Brandend	Popażony	Liekeissä	炎上	燃烧	燃燒中	화상	Hořící	Égés	În flăcări	ไหม้	Горящ	שורף	محترق	Goriti
CONTEXT_CONDITION_CRITICAL	[Adjective]	Critical	Critique	Crítico	Kritischer	Critico	Estado grave	Estado grave	В критическом состоянии	Σε κρίσιμη κατάσταση	Kritik	Såret kritisk	Kritisk såret 	Svårt skadad	Kritisch	Krytyczny	Kriittinen	瀕死	瀕死	瀕死	치명상	Kritický	Kritikus	Critical	คริติคอล	В критично състояние	אנוש	حاسم	Kritično
CONTEXT_CONDITION_DEAD	[Adjective] [Default male]	Dead	Mort	Muerto	Toter	Morto	Morto	Morto	Мёртв	Νεκρός	Ölü	Død	Død	Död	Dood	Martwy	Kuollut	死亡	死亡	死亡	사망	Mrtvý	Halott	Mort	ตาย	Мъртъв	מת	ميّت	Mrtav
CONTEXT_CONDITION_FROZEN	[Adjective] [Default male]	Frozen	Gelé	Congelado	Gefrohrener	Ghiacciato	Congelado	Congelado	Заморожен	Παγωμένος	Donmuş	Frossen	Frossen	Fryst	Bevroren	Zamrożony	Jäässä	凍結	凍結	凍結	동결	Zmražený	Fagyott	Înghețat	หนาวเย็น	Замразен	קפוא	مجمّد	Zaleđen
CONTEXT_CONDITION_POISONED	[Adjective] [Default male]	Poisoned	Empoisonné	Envenenado	Vergifteter	Avvelenato	Envenenado	Envenenado	Отравлен	Δηλητηρισμένος	Zehirlenmiş	Forgiftet	Forgiftet	Förgiftad	Vergiftigd	Otruty	Myrkytetty	毒	毒	中毒	중독	Otrávený	Mérgezett	Otrăvit	ติดพิษ	Отровен	מורעל	مسمم	Otrovan
CONTEXT_CONDITION_SLOWED	[Adjective] [Default male]	Slowed	Ralenti	Ralentizado	Verlangsamter	Rallentato	Lento	Lento	Замедлен	Επιβραδυνμένος	Yavaşlamış	Langsommelig	Nedsakted	Nedsaktad	Vertraagd	Spowolniony	Hidastettu	減速	減速	減速	감속	Zpomalený	Lassított	Încetinit	ช้า	Забавен	מואט	مبطّأ	Usporen
CONTEXT_CONDITION_STUNNED	[Adjective] [Default male]	Stunned	Étourdi	Aturdido	Erstarrter	Stordito	Atordoado	Atordoado	Оглушен	Παραλυμένος	Sersemlemiş	Lamslået	Lamslått	Lamslagen	Bedwelmd	Ogłuszony	Pökerryksissä	スタン	眩晕	眩晕	스턴	Ohromený	Kábult	Împietrit	มึน	Зашеметен	משותק	مصعوق	Zapanjen
CONTEXT_CONDITION_UNCONSCIOUS	[Adjective]	Unconscious	Inconscient	Inconsciente	Bewusstloser	Svenuto	Desmaiado	Desmaiado	Без сознания	Αναίσθητος	Şuursuz	Ubevist	Ubevist	Omedveten	Bewusteloos	Nieprzytomny	Tajuton	気絶	失去知觉	失去知覺	기절	V bezvědomí	Eszméletlen	Inconștient	สลบ	В безсъзнание	חסר-הכרה	مغمى عليه	Nesvjestan
CONTEXT_CONDITION_UNHURT	[Adjective] [Default male] No wounds	Unhurt	Indemne	Ileso	Unverletzter	Illeso	Ileso	Ileso	Невредимый	Αβλαβής	Yaralanmamış	Ubeskadiget	Uskadd	Oskadad	Ongedeerd	Zdrowy	Täydessä kunnossa	無傷	未受伤	未受傷	정상	Nezraněný	Sértetlen	Neatins	ไม่บาดเจ็บ	Невредим	בריא	سليم	Nepovrijeđen
CONTEXT_CONDITION_WET	[Adjective] [Default male]	Wet	Trempé	Mojado	Nasser	Bagnato	Molhado	Molhado	Мокрый	Βρεγμένος	Islak	Våd	Våt	Våt	Nat	Przemoczony	Märkä	濡れている	.湿	.濕	젖음	Vlhký	Nedves	Ud	เปียก	Мокър	רטוב	مبلل	Mokar
CONTEXT_CONDITION_WOUNDED	[Adjective] [Default male]	Wounded	Blessé	Herido	Verwundeter	Ferito	Ferido	Ferido	Раненый	Πληγωμένος	Yaralı	Såret	Såret	Skadad	Gewond	Ranny	Haavoittunut	負傷	受伤	受傷	부상	Zraněný	Sebesült	Rănit	บาดเจ็บ	Ранен	פצוע	جريح	Ranjen
CONTEXT_DESCRIPTION_BIG	[Adjective]	Big	Gros	Grande	Groß	Grande	Grande	Grande	Большой	Μεγάλο	Büyük	Stor	Stor	Stor	Groot	Duży	Iso	大	大	大	대	Velký	Nagy	Mare	ใหญ่	Голям	גדול	كبير	Velik
CONTEXT_DESCRIPTION_HUGE	[Adjective] Very large	Huge	Énorme	Enorme	Riesig	Enorme	Enorme	Enorme	Огромный	Τεράστιο	Devasa	Enorm	Enorm	Enorm	Enorm	Ogromny	Jättimäinen	巨大	极大	極大	특대	Obrovský	Hatalmas	Enorm	ใหญ่มาก	Огромен	ענק	عملاق	Ogroman
CONTEXT_DESCRIPTION_SMALL	[Adjective]	Small	Petit	Pequeño	Klein	Piccolo	Pequeno	Pequeno	Маленький	Μικρό	Küçük	Lille	Liten	Liten	Klein	Mały	Pieni	小	小	小	소	Malý	Kicsi	Mic	เล็ก	Малък	קטן	صغير	Mali
CONTEXT_DESCRIPTION_TINY	[Adjective] Very small	Tiny	Minuscule	Diminuto	Winzig	Minuscolo	Muito pequeno	Muito pequeno	Крошечный	Μικροσκοπικό	Minik	Lillebitte	Bitteliten	Pytteliten	Minuscuul	Malutki	Pikkuriikkinen	極小	极小	極小	특소	Maličký	Apró	Minuscul	เล็กจิ๋ว	Миниатюрен	קטנטן	بالغ الصغر	Premalen
CONTEXT_ELEMENT_AIR	[Noun]	Air	Air	Aire	Luft	Aria	Ar	Ar	Воздух	Αέρας	Hava	Luft	Luft	Luft	Lucht	Powietrze	Ilma	風	风	風	공기	Vzduch	Levegő	Aer	ลม	Въздух	אוויר	هواء	Zrak
CONTEXT_ELEMENT_EARTH	[Noun]	Earth	Terre	Tierra	Erde	Terra	Terra	Terra	Земля	Γή	Toprak	Jord	Jord	Jord	Aarde	Ziemia	Maa	地	地	地	땅	Země	Föld	Pământ	ดิน	Земя	אדמה	تراب	Zemlja
CONTEXT_ELEMENT_FIRE	[Noun]	Fire	Feu	Fuego	Feuer	Fuoco	Fogo	Fogo	Огонь	Φωτιά	Ateş	Ild	Ild	Eld	Vuur	Ogień	Tuli	火	火	火	불	Oheň	Tűz	Foc	ไฟ	Огън	אש	نار	Vatra
CONTEXT_ELEMENT_METAL	[Noun]	Metal	Métal	Metal	Metall	Metallo	Metal	Metal	Металл	Μέταλο	Metal	Metal	Metall	Metall	Metaal	Metal	Metalli	金	金	金	쇠	Kov	Fém	Metal	โลหะ	Метал	מתכת	حديد	Metal
CONTEXT_ELEMENT_WATER	[Noun] Magical elements	Water	Eau	Agua	Wasser	Acqua	Água	Água	Вода	Νερό	Su	Vand	Vann	Vatten	Water	Woda	Vesi	水	水	水	물	Voda	Víz	Apă	น้ำ	Вода	מים	مياه	Voda
CONTEXT_GAMBLING_BET	[Infinitive verb]	Bet	Miser	Apostar	Wette	Scommettere	Apostar	Aposta	Сбросить	Στοίχημα	Bahis	Sats	Sats	Satsa	Wedden	Zakład	Lyö vetoa	ベット	赌	賭	베팅하기	Sázka	Fogadás	Pariază	พนัน	Залагане	המר	راهن	Opklada
CONTEXT_GAMBLING_DISCARD	[Infinitive verb]	Discard	Défausser	Descartar	Abbrechen	Scartare	Descartar	Descartar	Отклонить	Απέρριψε	Elden Çıkar	Kassér	Kast vekk	Kasta bort	Afleggen	Odrzuć	Hylkää	捨てる	抛弃	拋棄	포기하기	Vyřadit	Eldob	Aruncă	เอาออก	Изхвърляне	בטל	تخلص	Odbaciti
CONTEXT_GAMBLING_JACKPOT	[Noun] Biggest possible prize	Jackpot	Jackpot	Premio gordo	Höchstgewinn	Jackpot	Bolada	Jackpot	Джекпот	Jackpot	Bingo	Jackpot	Jackpot	Jackpot	Hoofdprijs	Jackpot	Päävoitto	ジャックポット	头奖	頭獎	잭팟	Jackpot	Jackpot	Jackpot	แจ๊คพ็อต	Джакпот	כל הקופה	الجائزة الكبرى	Džekpot
CONTEXT_GAMBLING_MAX	[Noun] Abbreviation for maximum of range	Max	Max	Máx.	Max	Max	Máx.	Max.	Макс	Max	Maks.	Maks	Maks	Max	Max	Maksymum	Maksimi	最大	最高限度	最高限度	최대	Maximálně	Max	Max	มากสุด	Макс.	מקסימום	الأقصى	Maksimalno
CONTEXT_GAMBLING_MIN	[Noun] Abbreviation for minimum of range	Min	Min	Mín.	Min	Min	Mín.	Min.	Мин	Min	Min.	Min	Min	Min	Min	Minimum	Minimi	最低	最少限度	最低限度	최소	Minimálně	Min	Min	น้อยสุด	Мин.	מינימום	الأدنى	Minimalno
CONTEXT_ITEM_ARMOR	[Noun] Body armor	Armor	Armure	Armadura	Rüstung	Armatura	Armadura	Armadura	Броня	Πανοπλία	Zırh	Rustning	Rustning	Rustning	Pantser	Zbroja	Panssari	鎧	护甲	護甲	갑옷	Brnění	Páncél	Armură	ชุดเกราะ	Броня	שריון	درع	Oklop
CONTEXT_ITEM_ARROW	[Noun] Ammo for archers	Arrow	Flèche	Flecha	Pfeil	Freccia	Flecha	Seta	Стрела	Βέλος	Ok	Pil	Pil	Pil	Pijl	Strzała	Nuoli	矢	箭	箭	화살	Šíp	Nyílvessző	Săgeată	ลูกธนู	Стрела	חץ	سهم	Strijela
CONTEXT_ITEM_ARROW_PLURAL	[Noun/Plural] Ammo for archers	Arrows	Flèches	Flechas	Pfeile	Frecce	Flechas	Setas	Стрелы	Βέλη	Oklar	Pile	Piler	Pilar	Pijlen	Strzały	Nuolet	矢	箭	箭	화살	Šípy	Nyílvesszők	Săgeți	ลูกธนู	Стрели	חיצים	أسهم	Strijele
CONTEXT_ITEM_BOARD	[Noun] Boardgame board	Board	Plateau de jeu	Tablero	Brett	Plancia	Tabuleiro	Tabuleiro	Доска	Ταμπλό	Tahta	Spilleplade	Bret	Bräde	Spelbord	Plansza	Lauta	盤	盘	遊戲盤	판	Deska	Tábla	Tablă de joc	บอร์ด	Дъска	לוח	رقعة	Tabla
CONTEXT_ITEM_BOMB	[Noun]	Bomb	Bombe	Bomba	Bombe	Bomba	Bomba	Bomba	Бомба	Βόμβα	Bomba	Bombe	Bombe	Bomb	Bom	Bomba	Pommi	爆弾	炸弹	炸彈	폭탄	Bomba	Bomba	Bombă	ระเบิด	Бомба	פצצה	قنبلة	Bomba
CONTEXT_ITEM_BOOK	[Noun]	Book	Livre	Libro	Buch	Libro	Livro	Livro	Книга	Βιβλίο	Kitap	Bog	Bok	Bok	Boek	Książka	Kirja	本	书	書	책	Kniha	Könyv	Carte	หนังสือ	Книга	ספר	كتاب	Knjiga
CONTEXT_ITEM_BOOTS	[Noun/Plural] Boots	Boots	Bottes	Botas	Stiefel	Scarponi	Botas	Botas	Ботинки	Μπότες	Bot	Støvler	Støvler	Kängor	Schoenen	Buty	Saappaat	靴	靴	靴	신발	Boty	Csizma	Bocanci	รองเท้าบูท	Ботуши	מגפיים	أحذية	Čizme
CONTEXT_ITEM_BOW	[Noun] Used by archers	Bow	Arc	Arco	Bogen	Arco	Arco	Arco	Лук	Τόξο	Yay	Bue	Bue	Båge	Boog	Łuk	Jousi	弓	弓	弓	활	Luk	Íj	Arc	ธนู	Лък	קשת	قوس	Luk
CONTEXT_ITEM_CARD	[Noun]	Card	Carte	Carta	Karte	Carta	Carta	Carta	Карта	Κάρτα	Kart	Kort	Kort	Kort	Kaart	Karta	Kortti	カード	卡片	卡片	카드	Karta	Kártya	Carte	การ์ด	Карта	קלף	بطاقة	Karta
